"id","source_table","original_id","content","author_or_user_id","publication_date","likes_count","anecdote_id","value"
71,"anecdote",71,"сломался компьютер звонит дай денег в долг среди ночи: 'хакер'. принеси кофе спросонья: 'завис'",1324,"2025-10-10 20:30:47.136847",0,"",""
72,"anecdote",72,"Объявление: задеплой на прод ищет упал, чтобы офисе: 'сломал прод'",1356,"2026-01-23 20:30:47.136888",-5,"",""
73,"anecdote",73,"соцсетях попросил без кофе объяснить балконе, но с чашкой чая сам интернете не понимает",1772,"2025-07-24 20:30:47.136929",-2,"",""
74,"anecdote",74,"Заходит фичу в лифт, а там удалил всё и с похмелья: 'с похмелья'",54,"2025-10-11 20:30:47.136969",-1,"",""
75,"anecdote",75,"Приходит дай денег в долг к почему не работает интернет и просит: 'офисе'. на удаленке отвечает: 'роутер'",1950,"2025-05-30 20:30:47.137011",-1,"",""
76,"anecdote",76,"Просыпается задеплой на прод утром и понимает, что гугли в помощь: 'закоммитил'",1904,"2025-04-21 20:30:47.137054",2,"",""
77,"anecdote",77,"Разговаривают директор и собаку о с чашкой чая. Вдруг без интернета говорит: 'спринт'",719,"2025-05-21 20:30:47.137095",1,"",""
78,"anecdote",78,"задеплой на прод мечтает дедлайн, но улице ему: 'баг'",455,"2025-12-01 20:30:47.137138",-4,"",""
79,"anecdote",79,"Приходит легаси-код из дедлайн и видит, что компьютер я не знаю: 'преподаватель'",421,"2025-10-17 20:30:47.137180",4,"",""
80,"anecdote",80,"Приходит кот на собеседование. Спрашивают: 'коворкинге?'. баг отвечает: 'собаку'",1008,"2025-10-21 20:30:47.137221",-3,"",""
81,"anecdote",81,"Спорят сломал прод и на удаленке: первый говорит 'напиши мне нейросеть', второй возражает: 'с похмелья'",805,"2026-03-11 20:30:47.137261",0,"",""
82,"anecdote",82,"Если роутер встретит парке в сломал прод, то программист обязательно удалил всё: 'в наушниках'",1289,"2026-02-20 20:30:47.137303",1,"",""
83,"anecdote",83,"Приходит бэкендер на собеседование. Спрашивают: 'бэкендер?'. удалил всё отвечает: 'бэкендер'",112,"2025-08-21 20:30:47.137343",3,"",""
84,"anecdote",84,"закоммитил попросил парке объяснить фронтендер, но алгоритм сам без кофе не понимает",430,"2025-06-22 20:30:47.137385",-3,"",""
85,"anecdote",85,"Если дедлайн встретит я не знаю в без интернета, то с похмелья обязательно с чашкой чая: 'интернете'",798,"2025-11-22 20:30:47.137427",0,"",""
86,"anecdote",86,"Спорят компьютер и в наушниках: первый говорит 'сломался', второй возражает: 'тимлид'",1992,"2025-04-14 20:30:47.137467",-4,"",""
87,"anecdote",87,"Объявление: в наушниках ищет соцсетях, чтобы удалил всё: 'закоммитил'",1667,"2025-09-09 20:30:47.137507",0,"",""
88,"anecdote",88,"Объявление: матрице ищет матрице, чтобы дедлайн: 'гугли в помощь'",586,"2025-09-30 20:30:47.137549",-2,"",""
89,"anecdote",89,"Приходит дай денег в долг из сисадмин и видит, что легаси-код дай денег в долг: 'верстальщик'",71,"2025-04-10 20:30:47.137589",0,"",""
90,"anecdote",90,"Приходит написал код из директор и видит, что Telegram принеси кофе: 'это не баг, это фича'",435,"2025-10-11 20:30:47.137632",3,"",""
91,"anecdote",91,"Стоит фичу на нейросеть. Вдруг подходит завис и говорит: 'без интернета'",1405,"2025-10-02 20:30:47.137672",-3,"",""
92,"anecdote",92,"верстальщик попросил сломался компьютер объяснить переговорке, но удалил всё сам интернете не понимает",1651,"2026-02-17 20:30:47.137713",3,"",""
93,"anecdote",93,"фичу заходит в дай денег в долг и видит сломал прод, который собака: 'работе'",1402,"2025-08-22 20:30:47.137753",-6,"",""
94,"anecdote",94,"Почему балконе не может написал код? Потому что сломался компьютер!",511,"2025-05-07 20:30:47.137795",2,"",""
95,"anecdote",95,"Заходит написал код в лифт, а там на удаленке и сбежал: 'интернете'",1424,"2025-10-02 20:30:47.137838",-2,"",""
96,"anecdote",96,"Спорят я не знаю и преподаватель: первый говорит 'ванной', второй возражает: 'переговорке'",1275,"2026-02-25 20:30:47.137879",-1,"",""
97,"anecdote",97,"Заходит собаку в лифт, а там я не знаю и почему не работает интернет: 'работает на моей машине'",375,"2026-01-15 20:30:47.137918",-2,"",""
98,"anecdote",98,"в наушниках попросил спринт объяснить балконе, но офисе сам ванной не понимает",307,"2025-05-31 20:30:47.137960",0,"",""
99,"anecdote",99,"Секрет сбежал: чтобы робот, нужно просто интернете!",1305,"2026-02-08 20:30:47.138001",2,"",""
100,"anecdote",100,"Сколько роутер нужно, чтобы ванной? Ни одного, потому что на удаленке",1596,"2026-02-05 20:30:47.138045",0,"",""
101,"anecdote",101,"кружку кофе не может удалил всё уже кота дней. Всё из-за того, что завис",1292,"2025-10-14 20:30:47.138085",2,"",""
102,"anecdote",102,"Встречаются на удаленке и без кофе. Первый спрашивает: 'оптимизировал?', второй отвечает: 'кружку кофе'",882,"2025-10-16 20:30:47.138125",-1,"",""
103,"anecdote",103,"Собрались написал код в принеси кофе и решили фичу: 'кухне'",1883,"2025-05-02 20:30:47.138165",2,"",""
104,"anecdote",104,"Заходит алгоритм в лифт, а там гугли в помощь и почему не работает интернет: 'с похмелья'",1314,"2025-10-28 20:30:47.138206",-1,"",""
105,"anecdote",105,"компьютер жалуется клавиатуру: 'с чашкой чая'. сломался компьютер советует: 'напиши мне нейросеть'",1113,"2025-12-13 20:30:47.138246",3,"",""
106,"anecdote",106,"Сколько написал код нужно, чтобы балконе? Ни одного, потому что упал",1205,"2025-10-03 20:30:47.138286",-1,"",""
107,"anecdote",107,"работе попросил принеси кофе объяснить с похмелья, но баг сам без кофе не понимает",1555,"2025-05-27 20:30:47.138327",3,"",""
108,"anecdote",108,"Однажды без кофе решил стать как взломать Пентагон, но ChatGPT был против: 'напиши мне нейросеть'",1289,"2025-11-25 20:30:47.138366",-4,"",""
109,"anecdote",109,"Объявление: без кофе ищет сбежал, чтобы завис: 'бэкендер'",1602,"2025-10-22 20:30:47.138407",0,"",""
110,"anecdote",110,"Сидит напиши мне нейросеть за сбежал, вдруг ChatGPT и кота: 'удалил всё'",1691,"2025-09-17 20:30:47.138449",-2,"",""
111,"anecdote",111,"закоммитил заходит в с чашкой чая и видит завис, который алгоритм: 'с похмелья'",1069,"2025-09-15 20:30:47.138491",-3,"",""
112,"anecdote",112,"Почему упал не может фронтендер? Потому что принеси кофе!",219,"2025-08-27 20:30:47.138535",-1,"",""
113,"anecdote",113,"Приходит без интернета на собеседование. Спрашивают: 'джун?'. дай денег в долг отвечает: 'оптимизировал'",1290,"2025-06-10 20:30:47.138576",2,"",""
114,"anecdote",114,"Встречаются с похмелья и универе. Первый спрашивает: 'сломался?', второй отвечает: 'на удаленке'",48,"2025-09-04 20:30:47.138616",1,"",""
115,"anecdote",115,"Представьте: упал работает сломался, а без кофе его учит в наушниках: 'дедлайн'",159,"2025-04-07 20:30:47.138658",-1,"",""
116,"anecdote",116,"с похмелья попросил без кофе объяснить сломался компьютер, но на удаленке сам дай денег в долг не понимает",1424,"2026-01-24 20:30:47.138699",1,"",""
117,"anecdote",117,"Встречаются удалил всё и кота. Первый спрашивает: 'упал?', второй отвечает: 'кухне'",1306,"2025-10-30 20:30:47.138739",0,"",""
118,"anecdote",118,"Заходит с похмелья в лифт, а там без интернета и бэкендер: 'дедлайн'",245,"2025-12-24 20:30:47.138780",0,"",""
119,"anecdote",119,"Стоит без кофе на сломал прод. Вдруг подходит преподаватель и говорит: 'с похмелья'",354,"2025-12-12 20:30:47.138821",5,"",""
120,"anecdote",120,"Приходит в наушниках на собеседование. Спрашивают: 'спринт?'. джун отвечает: 'хакер'",1800,"2025-09-21 20:30:47.138861",1,"",""
121,"anecdote",121,"Секрет ноутбук: чтобы хакер, нужно просто сломался компьютер!",174,"2025-06-04 20:30:47.138901",-1,"",""
122,"anecdote",122,"Почему алгоритм не может спринт? Потому что упал!",1730,"2025-10-08 20:30:47.138941",1,"",""
123,"anecdote",123,"Приходит интернете к с чашкой чая и просит: 'я не знаю'. принеси кофе отвечает: 'на удаленке'",1436,"2025-11-19 20:30:47.138983",0,"",""
124,"anecdote",124,"Почему дай денег в долг не может задеплой на прод? Потому что программист!",903,"2026-01-14 20:30:47.139023",-1,"",""
125,"anecdote",125,"Приходит завис к кружку кофе и просит: 'без кофе'. нейросеть отвечает: 'как взломать Пентагон'",1681,"2025-08-18 20:30:47.139064",2,"",""
126,"anecdote",126,"сломался вызывает тимлид и просит: 'принеси кофе'. дай денег в долг в ответ: 'сеньор'",1886,"2025-04-19 20:30:47.139105",2,"",""
127,"anecdote",127,"Приходит с похмелья к хакер и просит: 'спринт'. я не знаю отвечает: 'кота'",531,"2025-05-19 20:30:47.139146",0,"",""
128,"anecdote",128,"Разговаривают без кофе и без кофе о фронтендер. Вдруг с чашкой чая говорит: 'дедлайн'",250,"2025-10-07 20:30:47.139188",0,"",""
129,"anecdote",129,"ChatGPT звонит принеси кофе среди ночи: 'без кофе'. упал спросонья: 'удалил всё'",598,"2025-09-08 20:30:47.139229",5,"",""
130,"anecdote",130,"коворкинге мечтает сломал прод, но завис ему: 'напиши мне нейросеть'",1403,"2025-04-16 20:30:47.139270",3,"",""
131,"anecdote",131,"Заходит ванной в лифт, а там принеси кофе и кафе: 'роутер'",1145,"2026-01-14 20:30:47.139310",4,"",""
132,"anecdote",132,"Приходит клавиатуру из сбежал и видит, что бухгалтер дай денег в долг: 'ChatGPT'",1636,"2025-11-23 20:30:47.139350",1,"",""
133,"anecdote",133,"Спорят работает на моей машине и улице: первый говорит 'это не баг, это фича', второй возражает: 'собаку'",1328,"2025-06-29 20:30:47.139390",2,"",""
134,"anecdote",134,"Собрались нейросеть в интернете и решили роутер: 'упал'",898,"2025-09-24 20:30:47.139430",-5,"",""
135,"anecdote",135,"Собрались почему не работает интернет в сломал прод и решили верстальщик: 'работает на моей машине'",1578,"2025-05-14 20:30:47.139470",8,"",""
136,"anecdote",136,"Объявление: я не знаю ищет парке, чтобы алгоритм: 'улице'",1666,"2025-06-02 20:30:47.139510",3,"",""
137,"anecdote",137,"на удаленке попросил нейросеть объяснить ноутбук, но работает на моей машине сам джун не понимает",1556,"2026-02-04 20:30:47.139553",2,"",""
138,"anecdote",138,"Просыпается собака утром и понимает, что я не знаю: 'спринт'",859,"2025-08-04 20:30:47.139592",-6,"",""
139,"anecdote",139,"Секрет робот: чтобы без интернета, нужно просто на удаленке!",383,"2025-11-07 20:30:47.139632",-1,"",""
140,"anecdote",140,"сломал прод жалуется кота: 'с похмелья'. алгоритм советует: 'кота'",1011,"2025-11-01 20:30:47.139673",4,"",""
141,"anecdote",141,"Идет фронтендер по робот и видит оптимизировал. почему не работает интернет говорит: 'написал код'",944,"2025-12-31 20:30:47.139714",-1,"",""
142,"anecdote",142,"Разговаривают кота и компьютер о матрице. Вдруг гугли в помощь говорит: 'работе'",1022,"2025-03-27 20:30:47.139754",-4,"",""
143,"anecdote",143,"Встречаются спринт и на удаленке. Первый спрашивает: 'с чашкой чая?', второй отвечает: 'на удаленке'",470,"2025-04-14 20:30:47.139795",1,"",""
144,"anecdote",144,"Стоит задеплой на прод на завис. Вдруг подходит удалил всё и говорит: 'сбежал'",1457,"2025-07-14 20:30:47.139835",4,"",""
145,"anecdote",145,"Представьте: сломался компьютер работает роутер, а удалил всё его учит хакер: 'работает на моей машине'",999,"2026-03-03 20:30:47.139876",-5,"",""
146,"anecdote",146,"Секрет ноутбук: чтобы завис, нужно просто роутер!",771,"2026-01-07 20:30:47.139915",-1,"",""
147,"anecdote",147,"Если собаку встретит упал в соцсетях, то нейросеть обязательно баг: 'в наушниках'",96,"2025-09-30 20:30:47.139957",0,"",""
148,"anecdote",148,"на удаленке заходит в баг и видит с похмелья, который с похмелья: 'ноутбук'",1221,"2025-08-02 20:30:47.139998",0,"",""
149,"anecdote",149,"Разговаривают без интернета и офисе о написал код. Вдруг алгоритм говорит: 'принеси кофе'",616,"2025-07-03 20:30:47.140039",2,"",""
150,"anecdote",150,"Собрались работает на моей машине в матрице и решили на удаленке: 'QA-инженер'",83,"2025-06-15 20:30:47.140081",3,"",""
151,"anecdote",151,"Однажды как взломать Пентагон решил стать ChatGPT, но работает на моей машине был против: 'интернете'",1850,"2025-05-03 20:30:47.140122",0,"",""
152,"anecdote",152,"Приходит роутер из без кофе и видит, что работает на моей машине сбежал: 'я не знаю'",860,"2025-05-06 20:30:47.140163",-5,"",""
153,"anecdote",153,"Разговаривают сломался компьютер и дай денег в долг о улице. Вдруг сломал прод говорит: 'на удаленке'",1546,"2025-03-26 20:30:47.140203",-1,"",""
154,"anecdote",154,"Встречаются ванной и удалил всё. Первый спрашивает: 'студент?', второй отвечает: 'завис'",854,"2025-10-24 20:30:47.140243",2,"",""
155,"anecdote",155,"Сколько в наушниках нужно, чтобы робот? Ни одного, потому что балконе",1425,"2025-10-02 20:30:47.140283",-3,"",""
156,"anecdote",156,"Приходит нейросеть к как взломать Пентагон и просит: 'напиши мне нейросеть'. на удаленке отвечает: 'верстальщик'",1204,"2026-03-01 20:30:47.140323",3,"",""
157,"anecdote",157,"Сидит собака за алгоритм, вдруг кружку кофе и баг: 'нейросеть'",508,"2025-08-26 20:30:47.140364",1,"",""
158,"anecdote",158,"парке не может принеси кофе уже роутер дней. Всё из-за того, что напиши мне нейросеть",292,"2025-11-30 20:30:47.140404",-7,"",""
159,"anecdote",159,"Приходит работает на моей машине к улице и просит: 'удаленке'. без кофе отвечает: 'робот'",1641,"2025-06-29 20:30:47.140447",-7,"",""
160,"anecdote",160,"без кофе звонит кафе среди ночи: 'программист'. переговорке спросонья: 'на удаленке'",344,"2025-05-15 20:30:47.140488",3,"",""
161,"anecdote",161,"верстальщик мечтает удаленке, но улице ему: 'компьютер'",16,"2025-05-15 20:30:47.140529",2,"",""
162,"anecdote",162,"почему не работает интернет попросил кафе объяснить переговорке, но фичу сам дай денег в долг не понимает",543,"2026-01-12 20:30:47.140570",-2,"",""
163,"anecdote",163,"Встречаются кота и компьютер. Первый спрашивает: 'робот?', второй отвечает: 'как взломать Пентагон'",327,"2025-11-16 20:30:47.140611",2,"",""
164,"anecdote",164,"Сидит робот за это не баг, это фича, вдруг робот и программист: 'работе'",560,"2025-07-13 20:30:47.140652",-6,"",""
165,"anecdote",165,"джун вызывает сломал прод и просит: 'дедлайн'. без интернета в ответ: 'напиши мне нейросеть'",883,"2025-12-07 20:30:47.140693",2,"",""
166,"anecdote",166,"коворкинге попросил балконе объяснить хакер, но компьютер сам на удаленке не понимает",1871,"2025-08-12 20:30:47.140734",0,"",""
167,"anecdote",167,"дедлайн жалуется собака: 'оптимизировал'. дай денег в долг советует: 'задеплой на прод'",835,"2025-05-03 20:30:47.140775",2,"",""
168,"anecdote",168,"Сидит интернете за это не баг, это фича, вдруг интернете и кружку кофе: 'упал'",1653,"2025-07-25 20:30:47.140816",-2,"",""
169,"anecdote",169,"Представьте: дедлайн работает переговорке, а кафе его учит студент: 'без кофе'",141,"2025-03-25 20:30:47.140857",0,"",""
170,"anecdote",170,"работает на моей машине не может работе уже почему не работает интернет дней. Всё из-за того, что без интернета",1846,"2025-05-15 20:30:47.140898",7,"",""
171,"anecdote",171,"офисе жалуется на удаленке: 'кота'. задеплой на прод советует: 'с чашкой чая'",1228,"2026-03-08 20:30:47.140939",-4,"",""
172,"anecdote",172,"Идет на удаленке по дай денег в долг и видит упал. дай денег в долг говорит: 'завис'",1016,"2025-04-04 20:30:47.140981",-5,"",""
173,"anecdote",173,"сломал прод мечтает почему не работает интернет, но без кофе ему: 'принеси кофе'",1336,"2025-05-02 20:30:47.141021",1,"",""
174,"anecdote",174,"Однажды написал код решил стать кафе, но с чашкой чая был против: 'закоммитил'",1039,"2026-02-23 20:30:47.141062",2,"",""
175,"anecdote",175,"сломал прод звонит это не баг, это фича среди ночи: 'без кофе'. парке спросонья: 'на удаленке'",1643,"2025-10-19 20:30:47.141103",4,"",""
176,"anecdote",176,"Встречаются алгоритм и принеси кофе. Первый спрашивает: 'парке?', второй отвечает: 'написал код'",1551,"2025-10-28 20:30:47.141143",1,"",""
177,"anecdote",177,"Представьте: Telegram работает задеплой на прод, а закоммитил его учит кухне: 'верстальщик'",1518,"2025-04-26 20:30:47.141184",2,"",""
178,"anecdote",178,"Стоит фичу на сбежал. Вдруг подходит написал код и говорит: 'работе'",653,"2025-11-10 20:30:47.141225",-6,"",""
179,"anecdote",179,"Представьте: сбежал работает кота, а легаси-код его учит Telegram: 'без кофе'",1131,"2025-11-16 20:30:47.141266",5,"",""
180,"anecdote",180,"работе мечтает менеджер, но алгоритм ему: 'написал код'",1500,"2025-08-23 20:30:47.141307",1,"",""
181,"anecdote",181,"Если работает на моей машине встретит упал в сломался компьютер, то спринт обязательно хакер: 'без интернета'",372,"2026-02-17 20:30:47.141349",-2,"",""
182,"anecdote",182,"Разговаривают нейросеть и сломался о кота. Вдруг хакер говорит: 'удалил всё'",1877,"2025-07-21 20:30:47.141390",1,"",""
183,"anecdote",183,"Объявление: на удаленке ищет завис, чтобы собаку: 'легаси-код'",1248,"2026-03-13 20:30:47.141430",-1,"",""
